CLAVEESTAB,n_AUH
4071PP3687,137
0062PP0039,137
0015PP0029,137
0004PP0080,137
0069PP0146,137
0062PP0019,137
0085PP0023,137
4095PP6444,137
0117PP0026,137
0055PP0055,137
0071PP0042,137
0045PP0005,137
0079PP0013,137
0106PP0002,136
4111PP1055,136
4004PP3356,136
0066PP0006,135
0001PP0124,135
4001PP0036,135
4085PP0482,135
0070PP0037,135
0062PP0027,135
0024PP0001,135
0009PP0002,135
0069PP0155,135
0073PP0035,135
0069PP0143,135
4117PP2516,135
0001PP0025,135
0009PP0001,134
0135PP0008,134
0135PP0023,134
4119PP1570,134
4100PP1559,134
0136PP0015,134
0097PP0043,134
0015PP0022,134
0085PP0051,134
3043PP1611,134
4131PP1755,134
0049PP0046,134
0043PP0032,134
0062PP0017,134
0111PP0011,134
4045PP1797,134
4133PP0254,134
0077PP0076,133
0107PP0001,133
0062PP0032,133
4132PP2563,133
0020PP0035,133
0133PP0004,133
0053PP0021,133
0111PP0005,133
0043PP0040,133
0008PP0050,133
0136PP0008,133
0066PP0007,133
0077PP0053,133
0111PP0049,133
0133PP0005,133
0119PP0045,133
4085PP0480,132
0062PP0010,132
0020PP0001,132
0028PP0068,132
0135PP0004,132
4004PP9168,132
0005PP0033,132
0108PP0062,131
0005PP0023,131
0095PP0040,131
0005PP0038,131
4085PP0763,131
4117PP1241,131
4119PP4969,131
0113PP0005,131
0076PP0055,131
3043PP2153,131
0075PP0004,131
0062PP0052,131
0069PP0180,131
0026PP0050,130
0113PP0018,130
0069PP0071,130
0131PP0035,130
0116PP0029,130
0098PP0011,130
0019PP0006,130
0111PP0010,130
0047PP0011,130
3043PP2274,130
0116PP0008,129
0032PP0034,129
0001PP0006,129
0111PP0034,129
4131PP0634,129
0111PP0017,129
0031PP0012,129
0078PP0012,129
0043PP0016,128
0045PP0027,128
0075PP0049,128
0063PP0012,128
0133PP0036,128
0077PP0032,128
4043PP5069,128
0119PP0049,128
0061PP0006,128
0047PP0033,128
4100PP0410,128
0124PP0003,128
0047PP0017,128
0075PP0051,127
0005PP0013,127
0055PP0049,127
0049PP0001,127
0099PP0033,127
0063PP0029,127
4045PP0216,127
4032PP0884,127
0062PP0033,127
0071PP0028,126
4004PP3648,126
0085PP0015,126
0111PP0033,126
4069PP2783,126
0070PP0001,126
0071PP0038,126
4111PP0285,126
0013PP0021,126
4062PP0325,126
0008PP0037,126
4071PP0386,126
0079PP0020,126
0117PP0016,126
0053PP0018,126
0117PP0029,126
0102PP0014,125
0001PP0065,125
0085PP0035,125
0111PP0055,125
0008PP0073,125
0131PP0005,125
0132PP0041,124
4133PP5374,124
0062PP0013,124
0055PP0048,124
4071PP5029,124
0071PP0051,124
4071PP5037,124
0097PP0031,124
0111PP0031,124
0097PP0002,124
4069PP3328,124
0109PP0020,124
0136PP0021,124
0079PP0054,123
0071PP0053,123
0119PP0050,123
4083PP2818,123
0049PP0017,123
0047PP0001,123
0028PP0049,123
0076PP0030,123
0043PP0065,123
0016PP0026,123
0063PP0034,123
0043PP0035,123
0111PP0045,122
0015PP0014,122
0131PP0015,122
4131PP0263,122
0063PP0024,122
0096PP0017,122
0028PP0007,122
0100PP0015,122
0095PP0022,122
4129PP2914,122
0135PP0002,122
0075PP0052,122
0119PP0048,121
0062PP0054,121
0096PP0006,121
4111PP1837,121
0004PP0013,121
4117PP0214,121
4100PP0438,121
0117PP0023,121
4043PP3627,121
4004PP0071,121
0001PP0073,121
0028PP0005,121
0059PP0001,121
4133PP3113,120
0040PP0003,120
0113PP0004,120
0119PP0019,120
0102PP0056,120
0080PP0001,120
0027PP0055,120
0030PP0003,120
0100PP0001,120
4069PP3185,120
0097PP0004,120
0008PP0035,119
0017PP0029,119
0008PP0052,119
0135PP0010,119
0001PP0030,119
0043PP0046,119
0095PP0032,119
0117PP0028,119
0098PP0048,119
0075PP0010,119
0043PP0072,119
0005PP0058,119
0119PP0042,119
0069PP0036,119
4133PP0241,119
4073PP3661,119
4043PP2969,118
0102PP0059,118
0045PP0011,118
4083PP1217,118
4069PP8746,118
0075PP0003,118
0024PP0040,118
0130PP0025,118
0119PP0006,118
0085PP0003,118
0055PP0043,118
0133PP0019,118
0135PP0021,118
4069PP2382,118
0135PP0028,117
0043PP0062,117
0097PP0042,117
0016PP0027,117
0071PP0044,117
0008PP0060,117
0073PP0016,117
0004PP0039,117
0093PP0012,117
0062PP0002,117
4055PP2776,117
0134PP0006,117
0027PP0005,117
0111PP0036,117
4100PP1053,117
0058PP0002,117
4030PP0164,116
0100PP0108,116
0117PP0007,116
0135PP0030,116
0131PP0026,116
0133PP0003,116
0004PP0007,116
0053PP0016,116
4062PP1662,116
0069PP0048,116
0066PP0002,115
4069PP2570,115
4133PP2455,115
0015PP0017,115
0109PP0018,115
4055PP1188,115
0062PP0028,115
0047PP0035,115
0045PP0040,115
0069PP0037,115
0001PP0064,115
4129PP8517,114
0096PP0012,114
4069PP0345,114
0031PP0021,114
0135PP0001,114
4117PP0584,114
0117PP0004,114
0055PP0039,114
0095PP0004,114
0069PP0035,114
4133PP0237,114
4062PP1348,114
4004PP2451,114
4055PP0557,114
4130PP0838,114
0081PP0005,113
0014PP0019,113
0008PP0066,113
0069PP0089,113
0043PP0008,113
4073PP2413,113
0069PP0113,113
4062PP2437,112
0093PP0026,112
0070PP0007,112
4032PP8821,112
0113PP0021,112
0069PP0051,112
0069PP0033,112
0091PP0003,112
0055PP0050,112
4073PP0393,112
4069PP6270,112
4069PP0344,111
0008PP0059,111
4005PP0088,111
0070PP0038,111
0005PP0024,111
0117PP0011,111
4004PP4064,111
0032PP0013,111
0031PP0019,111
4030PP5582,111
0126PP0002,111
0095PP0027,111
4069PP3493,110
0053PP0019,110
0008PP0023,110
4116PP2117,110
0062PP0050,110
0095PP0023,110
0069PP0159,110
0043PP0020,110
4045PP0225,110
0043PP0061,110
0021PP0001,110
0004PP0001,110
0111PP0025,110
0063PP0035,110
4069PP3858,109
0111PP0044,109
0008PP0057,109
4071PP0384,109
0096PP0015,109
0100PP0021,109
0008PP0045,109
0013PP0007,109
0029PP0004,109
0001PP0044,109
0056PP0010,109
0063PP0013,109
4133PP0255,109
4055PP1047,108
0068PP0030,108
0117PP0053,108
0095PP0038,108
0043PP0079,108
0045PP0025,108
4069PP2537,108
0131PP0008,108
4116PP5087,108
0033PP0004,108
4085PP3966,108
0119PP0051,108
0135PP0012,108
0058PP0001,108
4117PP1117,108
4071PP1616,107
0055PP0007,107
4069PP0364,107
0100PP0012,107
0049PP0045,107
0131PP0003,107
0135PP0005,107
0135PP0026,107
0045PP0048,107
4116PP5091,107
4005PP1704,107
0010PP0007,106
0085PP0036,106
0045PP0045,106
0111PP0028,106
0096PP0021,106
0045PP0036,106
4073PP3655,106
0070PP0013,106
0008PP0065,106
0114PP0014,106
0014PP0007,106
0008PP0036,106
4131PP0852,106
0062PP0009,106
0111PP0020,106
4073PP3660,106
0107PP0016,105
4073PP8596,105
4032PP5800,105
0063PP0010,105
0036PP0001,105
0045PP0061,105
0064PP0009,105
0004PP0055,105
0135PP0013,105
0014PP0002,105
4062PP2963,105
0079PP0015,105
0111PP0042,105
0114PP0010,105
0109PP0017,104
0024PP0002,104
0111PP0059,104
0100PP0098,104
4069PP8535,104
0136PP0009,104
0004PP0005,104
0008PP0022,104
0035PP0001,104
0135PP0024,104
0069PP0080,104
0008PP0048,104
0008PP0006,103
0045PP0047,103
0013PP0005,103
0077PP0049,103
0001PP0036,103
0033PP0007,103
4032PP0167,103
0047PP0027,103
0075PP0028,103
0047PP0024,103
0085PP0039,103
0023PP0001,103
0062PP0006,103
0075PP0012,103
0055PP0045,103
4113PP0049,102
0117PP0035,102
0100PP0057,102
0008PP0016,102
0100PP0017,102
0085PP0016,102
0085PP0058,102
0130PP0027,102
4132PP0260,102
4083PP0257,102
0100PP0023,102
4001PP0048,102
4133PP0244,102
0015PP0004,102
0016PP0016,102
0069PP0021,102
0077PP0059,101
0085PP0006,101
0015PP0020,101
4132PP0245,101
4005PP0091,101
0093PP0003,101
0125PP0007,101
0124PP0006,101
0055PP0023,101
0060PP0006,101
0072PP0005,101
0063PP0023,100
0053PP0002,100
0100PP0053,100
0006PP0001,100
4032PP5470,100
0085PP0029,100
0062PP0049,100
0011PP0005,100
0008PP0046,100
0015PP0023,100
0077PP0051,100
4083PP6155,100
0004PP0059,100
0045PP0014,100
0015PP0016,100
0045PP0023,99
4131PP3445,99
4099PP8716,99
0005PP0027,99
0131PP0028,99
0095PP0002,99
0005PP0011,99
0008PP0055,99
0085PP0024,98
0097PP0020,98
4111PP0283,98
4005PP0834,98
0135PP0025,98
0108PP0003,98
0053PP0024,98
0070PP0020,98
0107PP0015,98
0076PP0004,98
0015PP0013,98
4069PP3198,98
0043PP0077,98
4071PP2479,98
0014PP0017,98
4132PP1507,98
0119PP0021,97
4045PP0219,97
0076PP0005,97
4119PP5154,97
0043PP0044,97
0053PP0003,97
0117PP0031,97
0088PP0001,97
0047PP0003,97
4083PP2019,97
0026PP0001,97
0075PP0007,97
3043PP0844,97
0069PP0176,97
0045PP0044,97
4073PP3837,97
4117PP0817,97
0001PP0060,97
0015PP0007,97
4069PP1886,97
4132PP1550,97
4045PP1019,97
0075PP0040,97
0011PP0016,97
4001PP0028,97
0053PP0022,97
4069PP8554,97
4111PP1301,96
0090PP0001,96
0085PP0022,96
0005PP0040,96
4095PP0512,96
0098PP0027,96
0072PP0001,96
0097PP0018,96
0016PP0020,96
0109PP0010,96
4043PP0202,96
0015PP0001,96
0043PP0002,96
0098PP0012,95
4135PP1964,95
4085PP1747,95
0097PP0001,95
0114PP0011,95
0043PP0055,95
0005PP0031,95
0008PP0068,95
0060PP0046,95
4085PP0489,95
0026PP0014,95
4069PP0353,94
0083PP0019,94
4032PP5181,94
0085PP0012,94
0102PP0034,94
0008PP0067,94
0111PP0054,94
4001PP0001,94
0102PP0042,94
0069PP0016,94
4069PP1961,94
0043PP0069,94
4133PP2982,93
0008PP0075,93
0004PP0030,93
0119PP0016,93
0054PP0003,93
4111PP0284,93
4045PP0218,93
0111PP0024,93
0069PP0024,93
0055PP0012,93
0085PP0026,93
0076PP0002,93
0087PP0015,93
4069PP8977,93
0069PP0005,93
4032PP5777,93
0135PP0014,93
0119PP0039,92
0069PP0104,92
0010PP0026,92
0026PP0012,92
0029PP0031,92
0065PP0018,92
0101PP0001,92
0026PP0003,92
0022PP0022,92
4117PP0591,92
4131PP5391,92
4045PP0236,92
0111PP0007,92
4055PP1036,92
0111PP0015,92
0069PP0038,92
0094PP0005,92
0029PP0001,92
4043PP3924,92
4132PP5333,92
0099PP0032,91
0100PP0025,91
0053PP0040,91
4071PP5331,91
0062PP0040,91
0088PP0009,91
0100PP0109,91
4069PP8630,91
0028PP0008,91
0089PP0001,91
0008PP0010,91
0083PP0008,91
4125PP1658,91
0085PP0070,91
0112PP0014,91
0015PP0003,91
4119PP0123,90
0016PP0034,90
0091PP0005,90
0078PP0021,90
0131PP0014,90
0077PP0008,90
4073PP6096,90
0096PP0022,90
4117PP0797,90
4069PP1163,90
4069PP1219,90
0045PP0062,90
4096PP0532,90
0039PP0022,90
0005PP0015,90
0117PP0027,90
4132PP2443,90
0086PP0006,90
4073PP5375,90
0129PP0004,90
4032PP3109,89
0075PP0031,89
0062PP0007,89
0085PP0038,89
4135PP0402,89
0111PP0040,89
0011PP0032,89
0040PP0031,89
0036PP0009,89
4062PP0679,89
0111PP0009,89
0045PP0010,89
4055PP2822,89
4069PP2227,89
4117PP0647,89
0102PP0011,89
0074PP0021,89
4096PP0533,88
4095PP0507,88
0067PP0020,88
0086PP0004,88
0017PP0002,88
0128PP0001,88
0098PP0044,88
0123PP0016,88
0027PP0045,88
0005PP0043,88
0069PP0086,88
0008PP0047,88
4117PP0586,88
4119PP0128,88
0077PP0001,88
0085PP0049,88
0011PP0033,88
0112PP0009,87
0001PP0067,87
0043PP0049,87
4073PP0397,87
0033PP0011,87
4005PP0716,87
0119PP0034,87
0119PP0015,87
0017PP0001,87
4131PP0259,87
4071PP5573,87
0001PP0014,87
0044PP0008,87
0045PP0016,87
0064PP0012,87
0005PP0041,87
4131PP5303,87
0045PP0032,87
0005PP0005,87
4073PP3875,87
0012PP0009,86
0112PP0022,86
0007PP0062,86
0047PP0006,86
0086PP0023,86
0001PP0117,86
0085PP0061,86
4069PP3522,86
4133PP3429,86
0100PP0040,86
0081PP0011,86
4133PP1289,86
0112PP0011,86
4041PP0181,86
0025PP0005,86
0108PP0020,86
0062PP0004,86
4044PP0265,86
0069PP0010,86
0047PP0010,86
0043PP0003,86
0085PP0044,86
0069PP0100,86
4032PP1052,85
0027PP0009,85
0081PP0018,85
0052PP0003,85
0071PP0014,85
0055PP0010,85
0043PP0068,85
0119PP0033,85
0077PP0050,85
0048PP0027,85
0132PP0008,85
0026PP0004,84
0135PP0011,84
0117PP0025,84
0135PP0019,84
4133PP0242,84
4043PP0198,84
0043PP0005,84
0004PP0025,84
4069PP1008,84
4005PP0094,84
4131PP0258,83
0031PP0014,83
0107PP0008,83
0001PP0007,83
0070PP0008,83
4032PP0169,83
4069PP1703,83
0019PP0001,83
0045PP0018,83
0136PP0005,83
0043PP0029,83
4069PP1846,83
0117PP0021,83
4085PP1058,83
0090PP0002,83
4131PP3885,83
4111PP0287,83
0008PP0014,83
0076PP0015,83
0100PP0004,83
0045PP0054,83
0007PP0019,83
4055PP2666,83
4085PP2515,83
0096PP0025,83
4055PP0889,83
4083PP2438,83
4119PP3563,83
0095PP0033,82
4133PP0256,82
0096PP0034,82
4062PP0309,82
0005PP0014,82
4073PP3829,82
4055PP7951,82
0112PP0023,82
4083PP0467,82
4119PP1574,82
0114PP0016,82
0055PP0046,82
4069PP0356,82
4055PP1168,82
0117PP0050,82
0074PP0011,82
4111PP0279,82
4100PP3652,82
0096PP0030,82
0123PP0011,81
0043PP0073,81
4133PP0261,81
4062PP0860,81
0010PP0028,81
4111PP0958,81
0047PP0004,81
0131PP0020,81
0100PP0075,81
0057PP0008,81
0135PP0015,81
0062PP0074,81
0096PP0027,81
4123PP0179,81
0026PP0022,81
4016PP0139,81
4083PP0466,80
4001PP0041,80
0043PP0053,80
0004PP0042,80
0005PP0070,80
0092PP0002,80
4069PP8779,80
0062PP0072,80
0053PP0047,80
4062PP0979,80
4055PP0560,80
0117PP0049,80
0102PP0058,80
4001PP0013,80
0100PP0007,80
0043PP0027,80
0005PP0004,80
0068PP0029,80
0062PP0071,80
0113PP0019,80
0121PP0001,79
4119PP3439,79
0062PP0035,79
3043PP2350,79
0043PP0004,79
4004PP0939,79
0076PP0001,79
0015PP0002,79
4085PP0484,79
0112PP0002,79
0089PP0008,79
4062PP2843,79
0015PP0015,79
4004PP0083,79
4004PP0919,79
0116PP0033,79
0069PP0053,79
4001PP0025,79
4071PP0383,79
0126PP0001,79
0117PP0024,79
4033PP0649,79
0008PP0013,79
4073PP2826,79
0066PP0003,79
0061PP0007,79
0131PP0007,79
0001PP0078,79
4131PP2221,79
0101PP0006,79
4073PP5314,78
0008PP0034,78
0069PP0023,78
4130PP1639,78
0081PP0041,78
0008PP0076,78
0062PP0045,78
0127PP0001,78
0117PP0005,78
4119PP0125,78
0114PP0004,78
4074PP0643,78
0012PP0040,78
0111PP0002,78
4073PP2422,77
0001PP0069,77
4131PP3060,77
4043PP0192,77
0081PP0017,77
4133PP2421,77
0031PP0008,77
4069PP2403,77
0085PP0041,77
0064PP0003,77
0127PP0002,77
0100PP0056,77
4001PP0003,77
0008PP0062,77
4069PP0367,77
0027PP0001,77
4133PP2592,77
0006PP0006,76
0136PP0006,76
0063PP0032,76
0058PP0006,76
0130PP0029,76
4111PP6182,76
0086PP0005,76
4131PP2715,76
4071PP0382,76
0069PP0004,76
0132PP0018,76
4133PP3637,76
0093PP0005,76
4043PP7304,76
4130PP2544,76
0017PP0008,76
0011PP0029,76
0031PP0006,76
4045PP1177,76
0047PP0022,76
0133PP0034,76
4109PP0627,76
4032PP0168,76
0016PP0015,76
0112PP0010,75
0077PP0052,75
0068PP0001,75
0045PP0020,75
0067PP0004,75
0089PP0015,75
4131PP4319,75
0063PP0015,75
4073PP1054,75
0069PP0020,75
4095PP3248,75
0005PP0067,75
0009PP0003,75
0022PP0001,75
0111PP0023,75
0106PP0005,74
4135PP6499,74
0062PP0036,74
0081PP0016,74
4069PP1709,74
4083PP2114,74
0128PP0003,74
0015PP0005,74
0096PP0019,74
4085PP1223,74
0100PP0099,74
0038PP0001,74
0109PP0019,74
0011PP0001,74
4062PP2645,73
4119PP0724,73
0107PP0011,73
0096PP0031,73
0107PP0004,73
4033PP0172,73
0094PP0003,73
0061PP0009,73
0005PP0059,73
0076PP0024,73
4032PP1172,73
4073PP3087,73
4071PP3710,73
0125PP0005,73
4136PP2067,73
0070PP0030,73
0056PP0001,73
4055PP5833,73
0096PP0010,73
0047PP0012,72
0015PP0021,72
0121PP0004,72
4062PP3995,72
0004PP0063,72
4045PP0903,72
4033PP0171,72
0008PP0038,72
0084PP0007,72
0028PP0010,72
0135PP0017,72
4032PP3560,72
0063PP0019,72
0117PP0051,72
0007PP0064,72
4071PP3735,72
0001PP0034,72
0029PP0007,72
0045PP0057,72
0045PP0039,72
4069PP1087,72
0008PP0002,72
0055PP0008,72
4062PP1132,71
4044PP5313,71
0043PP0037,71
0049PP0003,71
0100PP0050,71
0059PP0018,71
4004PP0072,71
0020PP0010,71
0011PP0018,71
4032PP5220,71
4117PP1122,71
0094PP0008,71
4069PP2186,71
4136PP0431,71
0010PP0004,71
4055PP0562,71
4043PP1135,70
4071PP3742,70
0097PP0012,70
0023PP0019,70
0109PP0030,70
0044PP0020,70
4069PP3907,70
0025PP0007,70
0111PP0016,70
0001PP0081,69
4069PP3204,69
0109PP0004,69
4004PP3906,69
0043PP0012,69
4030PP2063,69
4085PP1194,69
4069PP5082,69
0131PP0038,69
4069PP5865,69
0061PP0019,69
4119PP5144,69
4133PP2650,69
0077PP0065,69
0069PP0101,69
0096PP0033,69
0100PP0024,69
0113PP0009,68
0111PP0012,68
0107PP0002,68
4073PP5914,68
0036PP0010,68
0043PP0025,68
0064PP0001,68
0019PP0008,68
4100PP0425,68
0069PP0062,68
4117PP0589,68
4085PP0487,68
0043PP0024,68
0002PP0001,67
0076PP0052,67
4055PP2710,67
0108PP0032,67
0008PP0074,67
4004PP3058,67
0008PP0078,67
0043PP0052,67
0065PP0008,67
4135PP2976,67
4119PP2363,67
0054PP0001,67
0031PP0020,67
0094PP0001,67
0121PP0013,67
4055PP9106,66
0099PP0005,66
0059PP0003,66
4111PP3698,66
4069PP1166,66
0078PP0002,66
4132PP8803,66
0008PP0069,66
0053PP0048,66
0110PP0001,66
0045PP0068,66
0076PP0050,66
0029PP0005,66
4004PP3534,66
0062PP0042,66
4030PP3579,66
4069PP0361,66
4096PP0524,66
0004PP0002,66
4130PP8582,66
0009PP0045,66
0097PP0030,66
0027PP0017,66
0113PP0001,66
4069PP1958,66
0033PP0015,66
4132PP2758,66
0117PP0019,66
0010PP0001,65
0083PP0042,65
4045PP1524,65
4133PP2540,65
4085PP0486,65
0069PP0114,65
4085PP3556,65
4116PP0941,65
0063PP0022,65
4075PP2548,65
0022PP0002,65
4095PP3192,65
0119PP0011,65
0004PP0056,65
4071PP0379,65
0100PP0005,65
4055PP2314,65
4067PP3271,65
0096PP0005,65
4071PP2429,65
0034PP0024,65
0008PP0084,65
0016PP0024,65
0105PP0001,65
0075PP0006,65
0069PP0173,65
0005PP0060,65
0097PP0047,64
0007PP0014,64
4130PP3486,64
4062PP2037,64
4043PP0201,64
0013PP0001,64
0043PP0058,64
4044PP0264,64
0033PP0005,64
0007PP0027,64
0005PP0017,64
4125PP1065,64
4133PP1183,64
4005PP0100,63
0005PP0042,63
0008PP0003,63
0059PP0025,63
0071PP0010,63
0069PP0003,63
0025PP0032,63
4083PP5141,63
4004PP5278,63
0077PP0060,63
0107PP0056,63
4073PP3324,63
0068PP0005,63
4125PP7998,63
0008PP0005,63
0029PP0030,63
0075PP0009,63
0007PP0013,63
0102PP0004,63
0077PP0006,63
4043PP0194,63
4069PP0358,63
4073PP3059,63
4117PP1070,63
0045PP0063,63
0062PP0055,62
0013PP0020,62
0004PP0053,62
4099PP0550,62
0088PP0022,62
4062PP0305,62
4032PP1131,62
0072PP0022,62
4133PP2220,62
4085PP3061,62
0031PP0003,62
4095PP1024,62
4062PP0322,62
0047PP0037,62
4132PP1377,62
0009PP0013,62
0109PP0007,62
0010PP0029,62
4045PP1710,62
0096PP0028,62
0100PP0036,62
0090PP0003,62
0108PP0025,62
0097PP0007,61
0097PP0040,61
0100PP0022,61
4032PP3119,61
0074PP0007,61
4073PP0396,61
0077PP0022,61
0066PP0001,61
0048PP0009,61
4132PP1942,61
4043PP0208,61
0078PP0038,61
4045PP2687,61
0096PP0002,61
0118PP0001,61
0102PP0053,61
4071PP3026,61
0005PP0057,61
4132PP0243,60
0097PP0035,60
4077PP1699,60
0106PP0045,60
0053PP0030,60
0012PP0051,60
0109PP0014,60
0070PP0036,60
0106PP0047,60
0028PP0011,60
4119PP3525,60
0010PP0016,60
0036PP0016,60
0008PP0054,60
0100PP0003,60
4111PP0289,60
4117PP4917,60
4030PP0165,60
4096PP6047,60
0107PP0024,60
0115PP0019,60
0026PP0045,60
0096PP0013,60
4073PP8941,59
0009PP0008,59
0009PP0009,59
0077PP0056,59
4001PP0031,59
4073PP6488,59
0026PP0007,59
4004PP2564,59
0056PP0043,59
4132PP1227,59
4069PP5922,59
0077PP0011,59
0028PP0043,59
0040PP0015,59
4043PP3473,59
4131PP0251,59
0098PP0035,59
0014PP0020,59
0107PP0054,59
4119PP5497,59
0103PP0028,59
4069PP0369,59
0092PP0003,59
4116PP5919,59
0028PP0003,59
0058PP0003,59
4033PP5644,59
0034PP0001,58
4032PP2620,58
0008PP0001,58
0025PP0001,58
4100PP0415,58
4123PP1154,58
0097PP0017,58
0069PP0029,58
0097PP0019,58
0022PP0004,58
0028PP0012,58
0079PP0001,58
4073PP2714,58
0050PP0001,58
0117PP0003,58
4116PP3546,58
4004PP3601,58
4069PP0965,58
0008PP0009,58
0001PP0080,58
4119PP3360,58
0069PP0045,58
4131PP3037,57
0075PP0050,57
0028PP0030,57
0077PP0002,57
0105PP0006,57
0106PP0003,57
4108PP7924,57
4004PP1576,57
0053PP0049,57
0092PP0038,57
4116PP2827,57
0111PP0069,57
0069PP0049,57
4062PP0302,57
4116PP3428,57
0014PP0003,57
0107PP0003,57
4062PP3665,57
0015PP0008,57
4069PP1707,57
0111PP0021,57
0069PP0192,56
0134PP0012,56
0117PP0015,56
4045PP0230,56
4125PP2808,56
0056PP0021,56
4001PP0016,56
0101PP0008,56
4043PP0200,56
4129PP2523,56
4071PP3264,56
4085PP2402,56
0005PP0002,56
0102PP0025,56
0064PP0021,56
4131PP3964,56
0117PP0032,56
0100PP0047,56
0103PP0001,56
4004PP2663,56
0033PP0012,56
4083PP3249,56
0067PP0019,56
0115PP0001,56
0061PP0026,56
4095PP0650,56
0110PP0059,56
0113PP0020,56
4071PP0385,56
0108PP0014,56
4133PP5502,56
0102PP0022,55
0008PP0040,55
4069PP3208,55
4131PP0856,55
0008PP0063,55
4133PP6073,55
4001PP3530,55
0096PP0009,55
0075PP0048,55
0100PP0008,55
0111PP0038,55
0109PP0028,55
0045PP0019,55
0015PP0009,55
0054PP0006,55
3027PP2401,55
4133PP3373,55
0064PP0016,55
4005PP0095,55
0012PP0001,55
0013PP0041,55
4096PP0529,55
4109PP0615,55
0070PP0011,55
0013PP0035,55
0049PP0012,54
4001PP0017,54
0045PP0008,54
4100PP5879,54
4005PP0099,54
4069PP0371,54
0102PP0067,54
0097PP0008,54
0019PP0007,54
0042PP0035,54
0109PP0031,54
0015PP0027,54
4136PP0873,54
0017PP0003,54
0001PP0066,54
4071PP0390,54
4062PP5031,54
0033PP0013,54
4032PP5548,54
0117PP0013,54
4057PP0178,53
0096PP0026,53
0100PP0029,53
0013PP0036,53
4130PP3614,53
4069PP5489,53
4083PP7493,53
4004PP1332,53
4030PP0944,53
0079PP0006,53
0056PP0008,53
0045PP0029,53
4004PP3233,53
0014PP0018,53
4073PP2825,53
0018PP0003,53
0008PP0007,53
4073PP7454,53
4085PP2481,53
0049PP0002,53
4077PP0448,53
0117PP0012,53
0096PP0004,53
0088PP0004,52
0097PP0033,52
4030PP0166,52
0045PP0030,52
0008PP0018,52
4111PP1948,52
0028PP0004,52
0107PP0027,52
4109PP0604,52
0047PP0002,52
0063PP0018,52
0070PP0035,52
0100PP0014,52
0005PP0053,52
4081PP5909,52
0045PP0004,52
0077PP0081,52
4119PP0122,52
4073PP0395,52
0035PP0003,52
0088PP0006,52
0009PP0010,52
4083PP2589,52
0117PP0009,52
0007PP0066,52
0106PP0004,52
0044PP0004,52
4030PP7465,52
4069PP0366,52
4116PP8966,51
0008PP0008,51
0108PP0005,51
0097PP0015,51
0077PP0058,51
0086PP0024,51
4133PP0248,51
0016PP0017,51
0079PP0009,51
4062PP3333,51
0008PP0004,51
4043PP3951,51
0136PP0016,51
0012PP0007,51
0102PP0032,51
0109PP0002,51
0028PP0002,51
0053PP0007,51
0024PP0030,51
4096PP1976,51
0094PP0004,51
0106PP0046,51
0045PP0069,51
0109PP0009,51
0089PP0011,51
0013PP0014,51
0008PP0070,51
4085PP1745,51
0121PP0005,51
0102PP0005,51
0091PP0014,51
0111PP0029,51
0108PP0007,51
4131PP0253,51
0016PP0014,50
0114PP0013,50
4131PP0252,50
4133PP8144,50
0117PP0046,50
0096PP0008,50
4136PP3025,50
4131PP8357,50
4132PP5327,50
0075PP0035,50
0016PP0030,50
0109PP0005,50
4062PP3309,50
4061PP0301,50
0081PP0052,50
0107PP0007,50
4007PP5862,50
0117PP0048,50
4111PP0278,50
4100PP0419,50
4001PP0007,50
4045PP1012,50
0118PP0002,50
4083PP0464,50
0062PP0003,50
0117PP0014,50
0069PP0012,50
0135PP0007,50
4119PP0681,50
0003PP0001,50
4004PP0080,50
0061PP0005,50
0057PP0011,49
0070PP0012,49
0001PP0077,49
0112PP0025,49
4119PP5471,49
0102PP0047,49
0081PP0064,49
4069PP0365,49
0028PP0065,49
4095PP0509,49
0100PP0078,49
0066PP0029,49
4085PP0473,49
0036PP0015,49
0052PP0010,49
0029PP0015,49
4071PP0388,49
4043PP9000,49
0053PP0029,49
0064PP0014,49
4136PP0423,49
0061PP0011,49
0033PP0008,49
4043PP0190,49
0062PP0020,48
0112PP0008,48
4073PP3897,48
0089PP0003,48
0110PP0035,48
0102PP0010,48
0089PP0030,48
4001PP8967,48
0070PP0010,48
4055PP2018,48
0022PP0014,48
4004PP2411,48
3027PP1364,48
4043PP0733,48
4100PP0428,48
4123PP6434,48
4044PP0266,48
4133PP2662,48
0008PP0012,48
4001PP1099,48
0009PP0016,48
4055PP0558,48
0100PP0018,47
4043PP5393,47
4132PP5288,47
4111PP0280,47
0106PP0008,47
0059PP0022,47
4023PP0662,47
4044PP3263,47
0019PP0004,47
0117PP0008,47
0016PP0004,47
0063PP0004,47
0008PP0029,47
0050PP0020,47
4075PP0300,47
